failure_code,failure_id,failure_name,category,finding_classification,controllability,cpcs_surface,required_change_or_effect
A07,failure://occlusion and hidden state/visibility_bridge_attachment_loss/a07,Visibility-bridge attachment loss,Occlusion and hidden state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
A07,failure://occlusion and hidden state/visibility_bridge_attachment_loss/a07,Visibility-bridge attachment loss,Occlusion and hidden state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,experiment_registry,Register matched ablations for A07 with raw artifacts and immutable manifests.
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,profile_routing,Route to the Object permanence and state risk profile and provider capability filter.
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,canonical_score,"[""entities"",""assets"",""continuity.state_ledger"",""interactions"",""constraints.continuity_locks""]"
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,verification_plan,"[""metric_object_count_persistence"",""metric_object_state_transition"",""metric_identity_continuity""]"
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
B01,failure://object permanence and state/object_disappearance/b01,Object disappearance,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,experiment_registry,Register matched ablations for B01 with raw artifacts and immutable manifests.
B02,failure://object permanence and state/spontaneous_object_duplication/b02,Spontaneous object duplication,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
B02,failure://object permanence and state/spontaneous_object_duplication/b02,Spontaneous object duplication,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,profile_routing,Route to the Object permanence and state risk profile and provider capability filter.
B02,failure://object permanence and state/spontaneous_object_duplication/b02,Spontaneous object duplication,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,canonical_score,"[""entities"",""continuity.state_ledger"",""interactions"",""constraints.continuity_locks""]"
B02,failure://object permanence and state/spontaneous_object_duplication/b02,Spontaneous object duplication,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
B02,failure://object permanence and state/spontaneous_object_duplication/b02,Spontaneous object duplication,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
B02,failure://object permanence and state/spontaneous_object_duplication/b02,Spontaneous object duplication,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
B02,failure://object permanence and state/spontaneous_object_duplication/b02,Spontaneous object duplication,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
B02,failure://object permanence and state/spontaneous_object_duplication/b02,Spontaneous object duplication,Object permanence and state,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
